NACA9999 : [200panels,Half cosine x-spacing]
         1 -6.6723e-17                      
         1  0.00058747                      
         1   0.0023457                      
    1.0001   0.0052625                      
    1.0001   0.0093178                      
    1.0002    0.014485                      
    1.0002    0.020731                      
    1.0001    0.028021                      
   0.99986    0.036316                      
   0.99946    0.045578                      
    0.9988    0.055775                      
   0.99775    0.066881                      
   0.99616    0.078879                      
   0.99381    0.091764                      
    0.9904     0.10554                      
    0.9855      0.1202                      
   0.97852     0.13568                      
   0.96869      0.1518                      
   0.95509     0.16811                      
   0.93679     0.18373                      
   0.91323      0.1973                      
   0.89495      0.2078                      
   0.88484     0.21804                      
   0.87429     0.22853                      
   0.86331     0.23923                      
    0.8519     0.25012                      
   0.84007     0.26118                      
   0.82784     0.27237                      
    0.8152     0.28368                      
   0.80217     0.29507                      
   0.78876     0.30653                      
   0.77497     0.31801                      
   0.76083     0.32951                      
   0.74633     0.34098                      
    0.7315      0.3524                      
   0.71634     0.36376                      
   0.70088     0.37501                      
   0.68512     0.38613                      
   0.66908      0.3971                      
   0.65277     0.40789                      
   0.63622     0.41847                      
   0.61945     0.42881                      
   0.60246     0.43889                      
   0.58528     0.44867                      
   0.56792     0.45813                      
   0.55042     0.46725                      
   0.53278     0.47599                      
   0.51504     0.48432                      
   0.49721     0.49223                      
   0.47932     0.49967                      
   0.46139     0.50662                      
   0.44344     0.51305                      
    0.4255     0.51894                      
    0.4076     0.52426                      
   0.38975     0.52899                      
   0.37199     0.53309                      
   0.35435     0.53655                      
   0.33684     0.53934                      
   0.31949     0.54144                      
   0.30234     0.54283                      
    0.2854     0.54349                      
   0.26871      0.5434                      
   0.25228     0.54255                      
   0.23615     0.54092                      
   0.22034      0.5385                      
   0.20488     0.53529                      
   0.18978     0.53126                      
   0.17508     0.52643                      
   0.16079     0.52079                      
   0.14694     0.51433                      
   0.13355     0.50706                      
   0.12063     0.49899                      
   0.10822     0.49012                      
  0.096315     0.48046                      
  0.084944     0.47002                      
  0.074119     0.45882                      
  0.063855     0.44688                      
  0.054163     0.43421                      
  0.045056     0.42084                      
  0.036543     0.40678                      
  0.028633     0.39206                      
  0.021332     0.37671                      
  0.014648     0.36074                      
 0.0085847      0.3442                      
 0.0031456     0.32711                      
-0.0016669     0.30949                      
-0.0058517     0.29137                      
-0.0094085     0.27279                      
 -0.012338     0.25377                      
 -0.014643     0.23433                      
 -0.016326     0.21452                      
 -0.017389     0.19434                      
 -0.017838     0.17382                      
 -0.017677       0.153                      
 -0.016912     0.13188                      
 -0.015548      0.1105                      
 -0.013593    0.088852                      
 -0.011053     0.06697                      
-0.0079362    0.044861                      
-0.0042491    0.022535                      
         0           0                      
 0.0047425   -0.022436                      
 0.0099095   -0.044466                      
  0.015492   -0.066083                      
  0.021479   -0.087279                      
   0.02786    -0.10804                      
  0.034624    -0.12836                      
   0.04176    -0.14822                      
  0.049255     -0.1676                      
  0.057095    -0.18648                      
  0.065269    -0.20486                      
  0.073762     -0.2227                      
  0.082562       -0.24                      
  0.091654    -0.25672                      
   0.10102    -0.27284                      
   0.11066    -0.28835                      
   0.12055    -0.30322                      
   0.13067    -0.31743                      
   0.14102    -0.33096                      
   0.15159    -0.34378                      
   0.16235    -0.35589                      
    0.1733    -0.36725                      
   0.18443    -0.37786                      
   0.19573     -0.3877                      
   0.20718    -0.39676                      
   0.21877    -0.40501                      
   0.23051    -0.41246                      
   0.24237    -0.41909                      
   0.25436    -0.42491                      
   0.26646     -0.4299                      
   0.27867    -0.43406                      
   0.29098     -0.4374                      
   0.30338    -0.43992                      
   0.31588    -0.44163                      
   0.32847    -0.44254                      
   0.34113    -0.44265                      
   0.35388    -0.44198                      
    0.3667    -0.44054                      
   0.37959    -0.43836                      
   0.39256    -0.43544                      
   0.40558    -0.43182                      
   0.41867    -0.42751                      
   0.43182    -0.42254                      
   0.44502    -0.41693                      
   0.45827    -0.41072                      
   0.47157    -0.40392                      
   0.48491    -0.39656                      
   0.49829    -0.38868                      
   0.51171     -0.3803                      
   0.52515    -0.37145                      
   0.53861    -0.36217                      
   0.55209    -0.35248                      
   0.56558    -0.34242                      
   0.57907    -0.33201                      
   0.59255    -0.32128                      
   0.60602    -0.31026                      
   0.61946    -0.29898                      
   0.63287    -0.28748                      
   0.64623    -0.27577                      
   0.65955    -0.26389                      
   0.67279    -0.25186                      
   0.68596    -0.23971                      
   0.69905    -0.22746                      
   0.71203    -0.21515                      
    0.7249    -0.20279                      
   0.73765    -0.19041                      
   0.75026    -0.17803                      
   0.76271    -0.16568                      
     0.775    -0.15338                      
   0.78711    -0.14116                      
   0.79903    -0.12903                      
   0.81074    -0.11702                      
   0.82222    -0.10515                      
   0.83347    -0.09344                      
   0.84447   -0.081917                      
   0.85521   -0.070599                      
   0.86566   -0.059508                      
   0.87582   -0.048665                      
   0.88568   -0.038092                      
   0.89521   -0.027809                      
   0.89579   -0.017665                      
   0.89029  -0.0070351                      
   0.88924   0.0030495                      
   0.89205    0.011599                      
   0.89779    0.018121                      
   0.90551    0.022534                      
   0.91443    0.025012                      
   0.92394    0.025838                      
   0.93362    0.025332                      
   0.94313    0.023806                      
   0.95226    0.021543                      
   0.96083    0.018798                      
   0.96872    0.015793                      
   0.97584    0.012719                      
   0.98213   0.0097397                      
   0.98752    0.006994                      
   0.99198   0.0045959                      
   0.99547   0.0026373                      
   0.99798   0.0011886                      
   0.99949  0.00029962                      
         1  6.6723e-17                      
