NACA1269 : [200panels,Half cosine x-spacing]
         1 -9.5727e-17                      
   0.99976  0.00021227                      
   0.99903  0.00084846                      
   0.99783   0.0019067                      
   0.99614    0.003384                      
   0.99397    0.005276                      
   0.99133   0.0075774                      
    0.9882    0.010282                      
   0.98461    0.013381                      
   0.98055    0.016867                      
   0.97602    0.020729                      
   0.97102    0.024958                      
   0.96557    0.029542                      
   0.95967    0.034468                      
   0.95332    0.039724                      
   0.94653    0.045296                      
    0.9393     0.05117                      
   0.93164    0.057331                      
   0.92356    0.063765                      
   0.91507    0.070454                      
   0.90616    0.077385                      
   0.89686    0.084539                      
   0.88717    0.091902                      
   0.87709    0.099457                      
   0.86665     0.10719                      
   0.85584     0.11507                      
   0.84467      0.1231                      
   0.83317     0.13126                      
   0.82133     0.13952                      
   0.80918     0.14787                      
   0.79671     0.15629                      
   0.78395     0.16477                      
    0.7709     0.17329                      
   0.75758     0.18182                      
     0.744     0.19037                      
   0.73018     0.19889                      
   0.71612     0.20739                      
   0.70184     0.21584                      
   0.68736     0.22422                      
   0.67268     0.23251                      
   0.65783     0.24069                      
   0.64282     0.24876                      
   0.62765     0.25668                      
   0.61236     0.26444                      
   0.59694     0.27201                      
   0.58143     0.27939                      
   0.56582     0.28654                      
   0.55015     0.29345                      
   0.53442      0.3001                      
   0.51865     0.30647                      
   0.50285     0.31253                      
   0.48704     0.31827                      
   0.47125     0.32367                      
   0.45547      0.3287                      
   0.43974     0.33335                      
   0.42406      0.3376                      
   0.40845     0.34142                      
   0.39293      0.3448                      
   0.37751     0.34772                      
   0.36221     0.35016                      
   0.34705     0.35212                      
   0.33203     0.35356                      
   0.31719     0.35449                      
   0.30252     0.35487                      
   0.28805     0.35472                      
   0.27379       0.354                      
   0.25976     0.35272                      
   0.24596     0.35087                      
   0.23243     0.34844                      
   0.21916     0.34544                      
   0.20617     0.34184                      
   0.19249     0.33765                      
   0.17827     0.33281                      
   0.16448     0.32731                      
   0.15114     0.32117                      
   0.13828      0.3144                      
   0.12591     0.30701                      
   0.11404     0.29903                      
   0.10271     0.29047                      
  0.091916     0.28135                      
  0.081674     0.27169                      
  0.071998     0.26152                      
  0.062897     0.25085                      
  0.054378     0.23971                      
  0.046449     0.22813                      
  0.039115     0.21613                      
   0.03238     0.20373                      
  0.026247     0.19096                      
  0.020715     0.17783                      
  0.015785     0.16438                      
  0.011455     0.15061                      
 0.0077221     0.13657                      
 0.0045824     0.12225                      
 0.0020306     0.10769                      
6.0716e-05    0.092898                      
-0.0013345    0.077888                      
-0.0021631    0.062676                      
-0.0024339    0.047272                      
-0.0021566    0.031687                      
-0.0013416    0.015927                      
         0           0                      
  0.001835   -0.015878                      
 0.0041299    -0.03149                      
 0.0068719   -0.046831                      
  0.010048   -0.061895                      
  0.013646   -0.076676                      
  0.017652   -0.091166                      
  0.022053    -0.10536                      
  0.026834    -0.11923                      
  0.031984    -0.13279                      
  0.037489    -0.14602                      
  0.043334     -0.1589                      
  0.049509    -0.17142                      
  0.055999    -0.18358                      
  0.062793    -0.19535                      
  0.069878    -0.20672                      
  0.077244    -0.21768                      
   0.08488    -0.22821                      
  0.092776    -0.23831                      
   0.10092    -0.24796                      
   0.10931    -0.25715                      
   0.11793    -0.26587                      
   0.12678     -0.2741                      
   0.13584    -0.28185                      
   0.14513    -0.28909                      
   0.15462    -0.29583                      
   0.16431    -0.30206                      
   0.17421    -0.30778                      
   0.18431    -0.31299                      
    0.1946    -0.31768                      
   0.20604    -0.32184                      
   0.21876    -0.32545                      
   0.23175    -0.32848                      
   0.24499    -0.33094                      
   0.25849    -0.33283                      
   0.27222    -0.33417                      
   0.28617    -0.33495                      
   0.30033     -0.3352                      
   0.31469    -0.33491                      
   0.32923     -0.3341                      
   0.34393    -0.33278                      
    0.3588    -0.33097                      
    0.3738    -0.32868                      
   0.38893    -0.32594                      
   0.40417    -0.32275                      
   0.41951    -0.31913                      
   0.43493    -0.31511                      
   0.45042     -0.3107                      
   0.46596    -0.30593                      
   0.48154     -0.3008                      
   0.49715    -0.29535                      
   0.51277    -0.28958                      
   0.52837    -0.28354                      
   0.54396    -0.27722                      
   0.55951    -0.27065                      
   0.57501    -0.26386                      
   0.59044    -0.25686                      
   0.60579    -0.24967                      
   0.62104    -0.24231                      
   0.63617    -0.23479                      
   0.65119    -0.22715                      
   0.66605    -0.21939                      
   0.68077    -0.21154                      
   0.69531     -0.2036                      
   0.70966    -0.19561                      
   0.72381    -0.18757                      
   0.73775    -0.17951                      
   0.75146    -0.17143                      
   0.76493    -0.16336                      
   0.77814    -0.15532                      
   0.79108    -0.14731                      
   0.80373    -0.13936                      
   0.81609    -0.13148                      
   0.82814    -0.12368                      
   0.83987    -0.11599                      
   0.85127    -0.10842                      
   0.86232    -0.10098                      
   0.87302   -0.093698                      
   0.88335   -0.086577                      
   0.89329   -0.079637                      
   0.90285   -0.072895                      
   0.91201   -0.066365                      
   0.92077   -0.060062                      
    0.9291   -0.054001                      
   0.93701   -0.048197                      
   0.94448   -0.042664                      
   0.95151   -0.037416                      
   0.95808   -0.032465                      
    0.9642   -0.027825                      
   0.96986   -0.023508                      
   0.97504   -0.019524                      
   0.97975   -0.015886                      
   0.98397   -0.012603                      
   0.98771  -0.0096841                      
   0.99096  -0.0071371                      
   0.99372  -0.0049694                      
   0.99598  -0.0031874                      
   0.99773  -0.0017959                      
   0.99899 -0.00079916                      
   0.99975 -0.00019993                      
         1  9.5727e-17                      
